"","Afghanistan","Albania","Algeria","American Samoa","Angola","Anguilla","Antigua and Barbuda","Argentina","Armenia","Aruba","Australia","Austria","Azerbaijan","Bahamas","Bahrain","Bangladesh","Barbados","Belarus","Belgium","Belize","Benin","Bermuda","Bhutan","Bolivia","Bosnia and Herzegovina","Botswana","Brazil","British Virgin Islands","Brunei","Bulgaria","Burkina Faso","Burma","Burundi","Cambodia","Cameroon","Canada","Cape Verde","Cayman Islands","Central African Republic","Chad","Chile","China","Christmas Island","Cocos (Keeling) Islands","Colombia","Comoros","Congo (Brazzaville)","Congo (Kinshasa)","Cook Islands","Costa Rica","Cote d'Ivoire","Croatia","Cuba","Cyprus","Czech Republic","Denmark","Djibouti","Dominica","Dominican Republic","East Timor","Ecuador","Egypt","El Salvador","Equatorial Guinea","Eritrea","Estonia","Ethiopia","Falkland Islands","Faroe Islands","Fiji","Finland","France","French Guiana","French Polynesia","Gabon","Gambia","Georgia","Germany","Ghana","Gibraltar","Greece","Greenland","Grenada","Guadeloupe","Guam","Guatemala","Guernsey","Guinea","Guinea-Bissau","Guyana","Haiti","Honduras","Hong Kong","Hungary","Iceland","India","Indonesia","Iran","Iraq","Ireland","Isle of Man","Israel","Italy","Jamaica","Japan","Jersey","Jordan","Kazakhstan","Kenya","Kiribati","Korea","Kuwait","Kyrgyzstan","Laos","Latvia","Lebanon","Lesotho","Liberia","Libya","Lithuania","Luxembourg","Macau","Macedonia","Madagascar","Malawi","Malaysia","Maldives","Mali","Malta","Marshall Islands","Martinique","Mauritania","Mauritius","Mayotte","Mexico","Micronesia","Moldova","Monaco","Mongolia","Montenegro","Montserrat","Morocco","Mozambique","Namibia","Nepal","Netherlands","Netherlands Antilles","New Caledonia","New Zealand","Nicaragua","Niger","Nigeria","Niue","Norfolk Island","Northern Mariana Islands","Norway","Oman","Pakistan","Palau","Panama","Papua New Guinea","Paraguay","Peru","Philippines","Poland","Portugal","Puerto Rico","Qatar","Reunion","Romania","Russia","Rwanda","Saint Kitts and Nevis","Saint Lucia","Saint Pierre and Miquelon","Saint Vincent and the Grenadines","Samoa","Sao Tome and Principe","Saudi Arabia","Senegal","Serbia","Seychelles","Sierra Leone","Singapore","Slovakia","Slovenia","Solomon Islands","Somalia","South Africa","South Korea","South Sudan","Spain","Sri Lanka","Sudan","Suriname","Swaziland","Sweden","Switzerland","Syria","Taiwan","Tajikistan","Tanzania","Thailand","Togo","Tonga","Trinidad and Tobago","Tunisia","Turkey","Turkmenistan","Turks and Caicos Islands","Tuvalu","Uganda","Ukraine","United Arab Emirates","United Kingdom","United States","Uruguay","Uzbekistan","Vanuatu","Venezuela","Vietnam","Virgin Islands","Wallis and Futuna","Western Sahara","Yemen","Zambia","Zimbabwe"
"Mauritius","0"," 0"," 0","0","0","0","0"," 0"," 0"," 0"," 2"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0","0","0","0","0","0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0"," 0","0","0"," 0","  0","0","0"," 0","0","0"," 0","0"," 0","0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0"," 0"," 0"," 0","0","0"," 0","0","0","0"," 0"," 0","  3","0","0","0","0","0","  3","0","0"," 0","0","0","0"," 0"," 0"," 0","0","0","0","0"," 0","  1"," 0","0"," 6"," 0"," 0","0"," 0"," 0"," 0","  4"," 0","  0"," 0"," 0"," 0"," 2","0","0"," 0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 2","0"," 2","0","0"," 0","0","0","0","0","0","  0","0","0","0","0","0","0"," 0"," 0","0"," 0"," 0"," 0","0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0","0"," 0"," 0"," 0"," 0"," 0"," 0","6"," 0"," 1","0","0","0","0","0","0","0"," 0","0"," 0","1","0"," 0","0","0","0","0"," 7","  0","0","  0"," 0","0","0","0"," 0"," 2"," 0","  0"," 0"," 0"," 0","0","0","0"," 0"," 0","0"," 0","0"," 0"," 0"," 2","  2","  0"," 0"," 0","0","0"," 0"," 0","0","0"," 0","0","0"
"Mayotte","0"," 0"," 0","0","0","0","0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0","0","0","0","0","0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0"," 0","0","0"," 0","  0","0","0"," 0","4","0"," 0","0"," 0","0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0"," 0"," 0"," 0","0","0"," 0","0","0","0"," 0"," 0","  1","0","0","0","0","0","  0","0","0"," 0","0","0","0"," 0"," 0"," 0","0","0","0","0"," 0","  0"," 0","0"," 0"," 0"," 0","0"," 0"," 0"," 0","  0"," 0","  0"," 0"," 0"," 0"," 1","0","0"," 0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 7","0"," 0","0","0"," 0","0","0","0","0","0","  0","0","0","0","0","0","0"," 0"," 0","0"," 0"," 0"," 0","0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0","0"," 0"," 0"," 0"," 0"," 0"," 0","1"," 0"," 0","0","0","0","0","0","0","0"," 0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0","  0"," 0","0","0","0"," 0"," 0"," 0","  0"," 0"," 0"," 0","0","0","0"," 0"," 0","0"," 0","0"," 0"," 0"," 0","  0","  0"," 0"," 0","0","0"," 0"," 0","0","0"," 0","0","0"
"Mexico","0"," 0"," 0","0","0","0","0"," 3"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0","0","0","0","0","0","0"," 2","0","0"," 0","0","0","0","0"," 0"," 84","0"," 0","0","0"," 3","  1","0","0"," 4","0","0"," 0","0"," 3","0"," 0"," 6"," 0"," 0"," 0","0","0"," 0","0"," 0"," 0"," 2","0","0"," 0","0","0","0"," 0"," 0","  5","0","0","0","0","0","  4","0","0"," 0","0","0","0"," 0"," 3"," 0","0","0","0","0"," 1","  0"," 0","0"," 0"," 0"," 0","0"," 0"," 0"," 0","  1"," 0","  2"," 0"," 0"," 0"," 0","0","0"," 0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0"," 0","0","0"," 0","0","0","0","0","0","  0","0","0","0","0","0","0"," 0"," 0","0"," 0"," 3"," 0","0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 7","0","0"," 5"," 0"," 0"," 0"," 0"," 0","0"," 0"," 2","0","0","0","0","0","0","0"," 0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0"," 10"," 0","0","0","0"," 0"," 1"," 0","  0"," 0"," 0"," 0","0","0","0"," 0"," 0","0"," 0","0"," 0"," 0"," 0","  5","339"," 0"," 0","0","1"," 0"," 0","0","0"," 0","0","0"
"Micronesia","0"," 0"," 0","0","0","0","0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0","0","0","0","0","0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0"," 0","0","0"," 0","  0","0","0"," 0","0","0"," 0","0"," 0","0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0"," 0"," 0"," 0","0","0"," 0","0","0","0"," 0"," 0","  0","0","0","0","0","0","  0","0","0"," 0","0","0","0"," 4"," 0"," 0","0","0","0","0"," 0","  0"," 0","0"," 0"," 0"," 0","0"," 0"," 0"," 0","  0"," 0","  0"," 0"," 0"," 0"," 0","0","0"," 0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0"," 0","0","0"," 0","4","0","0","0","0","  0","0","0","0","0","0","0"," 0"," 0","0"," 0"," 0"," 0","0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","2"," 0","0","0"," 0"," 0"," 0"," 0"," 0"," 0","0"," 0"," 0","0","0","0","0","0","0","0"," 0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0","  0"," 0","0","0","0"," 0"," 0"," 0","  0"," 0"," 0"," 0","0","0","0"," 0"," 0","0"," 0","0"," 0"," 0"," 0","  0","  0"," 0"," 0","0","0"," 0"," 0","0","0"," 0","0","0"
"Moldova","0"," 0"," 0","0","0","0","0"," 0"," 0"," 0"," 0"," 2"," 0"," 0"," 0"," 0","0","0"," 0","0","0","0","0","0","0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0"," 0","0","0"," 0","  0","0","0"," 0","0","0"," 0","0"," 0","0"," 0"," 0"," 1"," 0"," 0","0","0"," 0","0"," 0"," 0"," 0","0","0"," 0","0","0","0"," 0"," 0","  0","0","0","0","0","0","  2","0","0"," 0","0","0","0"," 0"," 0"," 0","0","0","0","0"," 0","  0"," 3","0"," 0"," 0"," 0","0"," 0"," 0"," 0","  6"," 0","  0"," 0"," 0"," 0"," 0","0","0"," 0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0"," 0","0","0"," 0","0","0","0","0","0","  0","0","0","0","0","0","0"," 0"," 0","0"," 0"," 0"," 0","0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0","0"," 0"," 0"," 0"," 0"," 0"," 0","0"," 4"," 5","0","0","0","0","0","0","0"," 0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0","  1"," 0","0","0","0"," 0"," 0"," 0","  0"," 0"," 0"," 0","0","0","0"," 0"," 4","0"," 0","0"," 0"," 2"," 0","  0","  0"," 0"," 0","0","0"," 0"," 0","0","0"," 0","0","0"
"Monaco","0"," 0"," 0","0","0","0","0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0","0","0","0","0","0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0"," 0","0","0"," 0","  0","0","0"," 0","0","0"," 0","0"," 0","0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0"," 0"," 0"," 0","0","0"," 0","0","0","0"," 0"," 0","  2","0","0","0","0","0","  0","0","0"," 0","0","0","0"," 0"," 0"," 0","0","0","0","0"," 0","  0"," 0","0"," 0"," 0"," 0","0"," 0"," 0"," 0","  0"," 0","  0"," 0"," 0"," 0"," 0","0","0"," 0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0"," 0","0","0"," 0","0","0","0","0","0","  0","0","0","0","0","0","0"," 0"," 0","0"," 0"," 0"," 0","0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0","0"," 0"," 0"," 0"," 0"," 0"," 0","0"," 0"," 0","0","0","0","0","0","0","0"," 0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0","  0"," 0","0","0","0"," 0"," 0"," 0","  0"," 0"," 0"," 0","0","0","0"," 0"," 0","0"," 0","0"," 0"," 0"," 0","  0","  0"," 0"," 0","0","0"," 0"," 0","0","0"," 0","0","0"
"Mongolia","0"," 0"," 0","0","0","0","0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0","0","0","0","0","0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0"," 0","0","0"," 0","  3","0","0"," 0","0","0"," 0","0"," 0","0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0"," 0"," 0"," 0","0","0"," 0","0","0","0"," 0"," 0","  0","0","0","0","0","0","  0","0","0"," 0","0","0","0"," 0"," 0"," 0","0","0","0","0"," 0","  1"," 0","0"," 0"," 0"," 0","0"," 0"," 0"," 0","  0"," 0","  1"," 0"," 0"," 0"," 0","0","0"," 0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0"," 0","0","0"," 0","0","0","0","0","0","  0","0","0","0","0","0","0"," 0"," 0","0"," 0"," 0"," 0","0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0","0"," 0"," 0"," 0"," 0"," 0"," 0","0"," 0"," 2","0","0","0","0","0","0","0"," 0","0"," 0","0","0"," 0","0","0","0","0"," 0","  2","0","  0"," 0","0","0","0"," 0"," 0"," 0","  0"," 0"," 0"," 0","0","0","0"," 0"," 0","0"," 0","0"," 0"," 0"," 0","  0","  0"," 0"," 0","0","0"," 0"," 0","0","0"," 0","0","0"
"Montenegro","0"," 0"," 0","0","0","0","0"," 0"," 0"," 0"," 0"," 2"," 0"," 0"," 0"," 0","0","0"," 0","0","0","0","0","0","0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0"," 0","0","0"," 0","  0","0","0"," 0","0","0"," 0","0"," 0","0"," 1"," 0"," 0"," 0"," 1","0","0"," 0","0"," 0"," 0"," 0","0","0"," 0","0","0","0"," 0"," 0","  1","0","0","0","0","0","  1","0","0"," 0","0","0","0"," 0"," 0"," 0","0","0","0","0"," 0","  0"," 1","0"," 0"," 0"," 0","0"," 0"," 0"," 0","  1"," 0","  0"," 0"," 0"," 0"," 0","0","0"," 0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0"," 0","0","0"," 0","0","0","0","0","0","  0","0","0","0","0","0","0"," 0"," 0","0"," 0"," 0"," 0","0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0","0"," 0"," 0"," 0"," 0"," 0"," 0","0"," 0"," 4","0","0","0","0","0","0","0"," 0","0"," 5","0","0"," 0","0","2","0","0"," 0","  0","0","  0"," 0","0","0","0"," 0"," 1"," 0","  0"," 0"," 0"," 0","0","0","0"," 0"," 1","0"," 0","0"," 0"," 0"," 0","  0","  0"," 0"," 0","0","0"," 0"," 0","0","0"," 0","0","0"
"Montserrat","0"," 0"," 0","0","0","0","1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0","0","0","0","0","0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0"," 0","0","0"," 0","  0","0","0"," 0","0","0"," 0","0"," 0","0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0"," 0"," 0"," 0","0","0"," 0","0","0","0"," 0"," 0","  0","0","0","0","0","0","  0","0","0"," 0","0","0","0"," 0"," 0"," 0","0","0","0","0"," 0","  0"," 0","0"," 0"," 0"," 0","0"," 0"," 0"," 0","  0"," 0","  0"," 0"," 0"," 0"," 0","0","0"," 0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0"," 0","0","0"," 0","0","0","0","0","0","  0","0","0","0","0","0","0"," 0"," 0","0"," 0"," 0"," 0","0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0","0"," 0"," 0"," 0"," 0"," 0"," 0","0"," 0"," 0","0","0","0","0","0","0","0"," 0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0","  0"," 0","0","0","0"," 0"," 0"," 0","  0"," 0"," 0"," 0","0","0","0"," 0"," 0","0"," 0","0"," 0"," 0"," 0","  0","  0"," 0"," 0","0","0"," 0"," 0","0","0"," 0","0","0"
"Morocco","0"," 0"," 2","0","0","0","0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","0","0","11","0","1","0","0","0","0","0"," 0","0","0"," 0","1","0","0","0"," 2","  1","0"," 0","0","0"," 0","  0","0","0"," 0","0","1"," 2","0"," 0","1"," 0"," 0"," 0"," 0"," 2","0","0"," 0","0"," 0"," 2"," 0","1","0"," 0","0","0","0"," 0"," 0"," 62","0","0","1","1","0"," 14","1","0"," 0","0","0","0"," 0"," 0"," 0","1","2","0","0"," 0","  0"," 0","0"," 0"," 0"," 0","0"," 1"," 0"," 0"," 12"," 0","  0"," 0"," 0"," 0"," 0","0","0"," 0"," 0","0","0","1","0","1","1"," 0"," 1"," 0","0"," 0","0"," 0","0","1"," 0","0","0","2","0","0","  0","0","0","0","0","0","0"," 0"," 0","0"," 0"," 8"," 0","0"," 0","0","1","1","0","0","0"," 2"," 0"," 0","0"," 0","0","0"," 0"," 0"," 0"," 3"," 0"," 0","0"," 0"," 1","0","0","0","0","0","0","0"," 2","1"," 0","0","1"," 0","0","0","0","0"," 0","  0","0"," 27"," 0","0","0","0"," 2"," 2"," 0","  0"," 0"," 0"," 0","1","0","0"," 3"," 3","0"," 0","0"," 0"," 0"," 3"," 13","  2"," 0"," 0","0","0"," 0"," 0","0","4"," 0","0","0"
"Mozambique","0"," 0"," 0","0","2","0","0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0","0","0","0","0","0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0"," 0","0","0"," 0","  0","0","0"," 0","0","0"," 0","0"," 0","0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0"," 0"," 0"," 0","0","0"," 0","1","0","0"," 0"," 0","  0","0","0","0","0","0","  0","0","0"," 0","0","0","0"," 0"," 0"," 0","0","0","0","0"," 0","  0"," 0","0"," 0"," 0"," 0","0"," 0"," 0"," 0","  0"," 0","  0"," 0"," 0"," 0"," 4","0","0"," 0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0"," 0","0","0"," 0","0","0","0","0","0","  0","0","0","0","0","0","0"," 0"," 0","0"," 0"," 0"," 0","0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0","0"," 0"," 0"," 0"," 2"," 0"," 0","0"," 0"," 0","0","0","0","0","0","0","0"," 0","0"," 0","0","0"," 0","0","0","0","0","15","  0","0","  0"," 0","0","0","0"," 0"," 0"," 0","  0"," 0"," 1"," 0","0","0","0"," 0"," 0","0"," 0","0"," 0"," 0"," 0","  0","  0"," 0"," 0","0","0"," 0"," 0","0","0"," 0","0","0"
"Namibia","0"," 0"," 0","0","3","0","0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0","0","0","0","0","0","1"," 0","0","0"," 0","0","0","0","0"," 0","  0","0"," 0","0","0"," 0","  0","0","0"," 0","0","0"," 0","0"," 0","0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0"," 0"," 0"," 0","0","0"," 0","0","0","0"," 0"," 0","  0","0","0","0","0","0","  2","1","0"," 0","0","0","0"," 0"," 0"," 0","0","0","0","0"," 0","  0"," 0","0"," 0"," 0"," 0","0"," 0"," 0"," 0","  0"," 0","  0"," 0"," 0"," 0"," 0","0","0"," 0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0"," 0","0","0"," 0","0","0","0","0","0","  0","0","0","0","0","0","0"," 0"," 0","0"," 0"," 0"," 0","0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0","0"," 0"," 0"," 0"," 0"," 0"," 0","0"," 0"," 0","0","0","0","0","0","0","0"," 0","0"," 0","0","0"," 0","0","0","0","0"," 8","  0","0","  0"," 0","0","0","0"," 0"," 0"," 0","  0"," 0"," 0"," 0","0","0","0"," 0"," 0","0"," 0","0"," 0"," 0"," 0","  0","  0"," 0"," 0","0","0"," 0"," 0","0","0"," 0","1","0"
"Nepal","0"," 0"," 0","0","0","0","0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 2"," 2","0","0"," 0","0","0","0","1","0","0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0"," 0","0","0"," 0","  3","0","0"," 0","0","0"," 0","0"," 0","0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0"," 0"," 0"," 0","0","0"," 0","0","0","0"," 0"," 0","  0","0","0","0","0","0","  0","0","0"," 0","0","0","0"," 0"," 0"," 0","0","0","0","0"," 0","  3"," 0","0","11"," 0"," 0","0"," 0"," 0"," 0","  0"," 0","  0"," 0"," 0"," 0"," 0","0","0"," 0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0"," 1","0","0"," 0","0","0","0","0","0","  0","0","0","0","0","0","0"," 0"," 0","0"," 0"," 0"," 0","0"," 0","0","0","0","0","0","0"," 0"," 1"," 1","0"," 0","0","0"," 0"," 0"," 0"," 0"," 0"," 1","0"," 0"," 0","0","0","0","0","0","0","0"," 1","0"," 0","0","0"," 2","0","0","0","0"," 0","  1","0","  0"," 0","0","0","0"," 0"," 0"," 0","  0"," 0"," 0"," 2","0","0","0"," 0"," 0","0"," 0","0"," 0"," 0"," 5","  0","  0"," 0"," 0","0","0"," 0"," 0","0","0"," 0","0","0"
"Netherlands","0"," 0"," 0","0","0","0","0"," 1"," 0"," 2"," 0","11"," 0"," 0"," 3"," 0","0","1"," 4","0","0","0","0","0","1","0"," 2","0","0"," 2","0","0","0","0"," 0","  8","1"," 0","0","0"," 0"," 13","0","0"," 0","0","0"," 0","0"," 0","0"," 1"," 3"," 2"," 6"," 8","0","0"," 2","0"," 2"," 6"," 0","0","0"," 2","0","0","0"," 0"," 3"," 26","0","0","0","0","0"," 25","1","0"," 3","0","0","0"," 0"," 0"," 0","0","0","0","0"," 0","  2"," 3","1"," 4"," 0"," 2","0"," 3"," 0"," 2"," 25"," 0","  2"," 0"," 1"," 4"," 3","0","0"," 3"," 0","0","2","0","0","0","0"," 2"," 1"," 0","0"," 0","0"," 3","0","0"," 2","0","0","0","0","0","  2","0","0","0","0","0","0"," 7"," 0","0"," 0"," 0"," 4","0"," 0","0","0","3","0","0","0","13"," 0"," 1","0"," 2","0","0"," 2"," 1"," 8","10"," 0"," 0","0"," 3"," 4","2","0","0","0","0","0","0"," 2","0"," 2","0","0"," 3","0","1","0","0"," 3","  2","0"," 37"," 0","3","2","0"," 6"," 7"," 2","  0"," 0"," 1"," 3","0","0","0"," 1"," 5","0"," 0","0"," 0"," 2","10"," 49"," 46"," 0"," 0","0","0"," 0"," 0","0","0"," 0","0","0"
"Netherlands Antilles","0"," 0"," 0","0","0","1","1"," 0"," 0"," 6"," 0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0","0","0","0","0","0","0"," 0","2","0"," 0","0","0","0","0"," 0","  3","0"," 0","0","0"," 0","  0","0","0"," 2","0","0"," 0","0"," 0","0"," 0"," 0"," 0"," 0"," 0","0","1"," 3","0"," 0"," 0"," 0","0","0"," 0","0","0","0"," 0"," 0","  5","0","0","0","0","0","  1","0","0"," 0","0","0","1"," 0"," 0"," 0","0","0","0","1"," 0","  0"," 0","0"," 0"," 0"," 0","0"," 0"," 0"," 0","  0"," 2","  0"," 0"," 0"," 0"," 0","0","0"," 0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0"," 0","0","0"," 0","0","1","0","0","0","  0","0","0","0","0","0","0"," 0"," 0","0"," 0"," 4"," 0","0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 1","0","0"," 0"," 0"," 0"," 0"," 3"," 0","0"," 0"," 0","0","3","1","0","0","0","0"," 0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0","  0"," 0","0","1","0"," 0"," 0"," 0","  0"," 0"," 0"," 0","0","0","3"," 0"," 0","0"," 0","0"," 0"," 0"," 0","  0"," 22"," 0"," 0","0","6"," 0"," 2","0","0"," 0","0","0"
"New Caledonia","0"," 0"," 0","0","0","0","0"," 0"," 0"," 0"," 5"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0","0","0","0","0","0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0"," 0","0","0"," 0","  0","0","0"," 0","0","0"," 0","0"," 0","0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0"," 0"," 0"," 0","0","0"," 0","0","0","0"," 1"," 0","  0","0","1","0","0","0","  0","0","0"," 0","0","0","0"," 0"," 0"," 0","0","0","0","0"," 0","  0"," 0","0"," 0"," 0"," 0","0"," 0"," 0"," 0","  0"," 0","  2"," 0"," 0"," 0"," 0","0","0"," 0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0"," 0","0","0"," 0","0","0","0","0","0","  0","0","0","0","0","0","0"," 0"," 0","0"," 0"," 0"," 0","0"," 2","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0","0"," 0"," 0"," 0"," 0"," 0"," 0","0"," 0"," 0","0","0","0","0","0","0","0"," 0","0"," 0","0","0"," 0","0","0","0","0"," 0","  2","0","  0"," 0","0","0","0"," 0"," 0"," 0","  0"," 0"," 0"," 0","0","0","0"," 0"," 0","0"," 0","0"," 0"," 0"," 0","  0","  0"," 0"," 0","2","0"," 0"," 0","1","0"," 0","0","0"
"New Zealand","0"," 0"," 0","0","0","0","0"," 1"," 0"," 0","84"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0","0","0","0","0","0","0"," 0","0","0"," 0","0","0","0","0"," 0","  2","0"," 0","0","0"," 2","  5","0","0"," 0","0","0"," 0","2"," 0","0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0"," 0"," 0"," 0","0","0"," 0","0","0","0"," 6"," 0","  0","0","3","0","0","0","  0","0","0"," 0","0","0","0"," 0"," 0"," 0","0","0","0","0"," 0","  2"," 0","0"," 0"," 0"," 0","0"," 0"," 0"," 0","  0"," 0","  4"," 0"," 0"," 0"," 0","0","0"," 0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0"," 2","0","0"," 0","0","0","0","0","0","  0","0","0","0","0","0","0"," 0"," 0","0"," 0"," 0"," 0","2"," 0","0","0","0","1","1","0"," 0"," 0"," 0","0"," 0","0","0"," 0"," 0"," 0"," 0"," 0"," 0","0"," 0"," 0","0","0","0","0","0","2","0"," 0","0"," 0","0","0"," 3","0","0","0","0"," 0","  1","0","  0"," 0","0","0","0"," 0"," 0"," 0","  0"," 0"," 0"," 2","0","2","0"," 0"," 0","0"," 0","0"," 0"," 0"," 0","  0"," 11"," 0"," 0","2","0"," 0"," 0","0","0"," 0","0","0"
"Nicaragua","0"," 0"," 0","0","0","0","0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0","0","0","0","0","0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0"," 0","0","0"," 0","  0","0","0"," 0","0","0"," 0","0"," 4","0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0"," 0"," 0"," 3","0","0"," 0","0","0","0"," 0"," 0","  0","0","0","0","0","0","  0","0","0"," 0","0","0","0"," 0"," 3"," 0","0","0","0","0"," 0","  0"," 0","0"," 0"," 0"," 0","0"," 0"," 0"," 0","  0"," 0","  0"," 0"," 0"," 0"," 0","0","0"," 0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0"," 0","0","0"," 0","0","0","0","0","0","  0","0","0","0","0","0","0"," 0"," 0","0"," 0"," 0"," 0","0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 2","0","0"," 0"," 0"," 0"," 0"," 0"," 0","0"," 0"," 0","0","0","0","0","0","0","0"," 0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0","  0"," 0","0","0","0"," 0"," 0"," 0","  0"," 0"," 0"," 0","0","0","0"," 0"," 0","0"," 0","0"," 0"," 0"," 0","  0","  9"," 0"," 0","0","0"," 0"," 0","0","0"," 0","0","0"
